name,cell,image,stem,Adams filtration,weight,Adams-Novikov filtration,h1target,h2target,h3target,theta2,theta3,theta4,theta5
v1^1v2^1[10-0],T,v2^1[11-0],18,11,14,10,v1^1v2^1[11-0]+v1^4[11-0],,v1^4v2^1[11-0],,,,v1^1v2^1[11-6]+v1^35[11-0]+v1^32v2^1[11-0]
v1^4[10-0],B,v1^4[10-0],18,14,14,10,v1^4[11-0],,v1^4v2^1[11-0],,,,v1^4[11-6]
v2^1[12-0],B,v2^1[12-0],18,13,15,12,v2^1[13-0],,,,,,v2^1[13-5]
v1^3[12-0],T,v1^2[13-0],18,14,15,12,v1^3[13-0],,v1^3v2^1[13-0],,,,v1^3[13-5]+v1^34[13-0]
v1^2[14-0],B,v1^2[14-0],18,16,16,14,v1^2[15-0],,v1^2v2^1[15-0],,,,v1^2[15-2]
v1^1[16-0],T,[17-0],18,16,17,16,v1^1[17-0],,v1^1v2^1[17-0],,,,
[18-0],B,[18-0],18,18,18,18,[19-0],,v2^1[19-0],,,,
v1^6v2^1[1-0],B,v1^6v2^1[1-0],19,8,10,1,v1^6v2^1[2-0],,,,,v1^6v2^1[2-7]+v1^24[2-0],v1^6v2^1[2-11]+v1^40[2-0]
v1^9[1-0],T,v1^8[2-0],19,9,10,1,v1^9[2-0],,v1^9v2^1[2-0]+v1^12[2-0],,,,v1^9[2-11]+v1^40[2-0]
[3-3],B,[3-3],19,3,11,3,v1^8[4-0],[4-2],v1^8v2^1[4-0],v1^1v2^1[4-1]+v1^8v2^1[4-0],v2^2[4-2]+v1^12v2^1[4-0],[4-10],[4-18]
v1^1[3-2],T,[4-1],19,3,11,3,v1^1[4-1],,v1^1v2^1[4-1],,,,v1^1[4-17]+v1^39[4-0]
v1^5v2^1[3-0],T,v1^4v2^1[4-0],19,8,11,3,v1^5v2^1[4-0]+v1^8[4-0],,,,,,v1^5v2^1[4-12]+v1^36v2^1[4-0]
v1^8[3-0],B,v1^8[3-0],19,11,11,3,v1^8[4-0],,v1^8v2^1[4-0],,,,v1^8[4-12]
v1^4v2^1[5-0],B,v1^4v2^1[5-0],19,10,12,5,v1^4v2^1[6-0],,,,,,v1^4v2^1[6-11]+v1^38[6-0]
v1^7[5-0],T,v1^6[6-0],19,11,12,5,v1^7[6-0],,v1^7v2^1[6-0]+v1^10[6-0],,,,v1^7[6-11]+v1^38[6-0]
v1^3v2^1[7-0],T,v1^2v2^1[8-0],19,10,13,7,v1^3v2^1[8-0]+v1^6[8-0],,,,,,v1^3v2^1[8-11]+v1^34v2^1[8-0]
v1^6[7-0],B,v1^6[7-0],19,13,13,7,v1^6[8-0],,v1^6v2^1[8-0],,,,v1^6[8-11]
v1^2v2^1[9-0],B,v1^2v2^1[9-0],19,12,14,9,v1^2v2^1[10-0],,,,,,v1^2v2^1[10-10]+v1^36[10-0]
v1^5[9-0],T,v1^4[10-0],19,13,14,9,v1^5[10-0],,v1^5v2^1[10-0]+v1^8[10-0],,,,v1^5[10-10]+v1^36[10-0]
v1^1v2^1[11-0],T,v2^1[12-0],19,12,15,11,v1^1v2^1[12-0]+v1^4[12-0],,,,,,v1^1v2^1[12-4]+v1^32v2^1[12-0]
v1^4[11-0],B,v1^4[11-0],19,15,15,11,v1^4[12-0],,v1^4v2^1[12-0],,,,v1^4[12-4]
v2^1[13-0],B,v2^1[13-0],19,14,16,13,v2^1[14-0],,,,,,v2^1[14-4]+v1^34[14-0]
v1^3[13-0],T,v1^2[14-0],19,15,16,13,v1^3[14-0],,v1^3v2^1[14-0]+v1^6[14-0],,,,v1^3[14-4]+v1^34[14-0]
v1^2[15-0],B,v1^2[15-0],19,17,17,15,v1^2[16-0],,v1^2v2^1[16-0],,,,v1^2[16-1]
v1^1[17-0],T,[18-0],19,17,18,17,v1^1[18-0],,v1^1v2^1[18-0]+v1^4[18-0],,,,
[19-0],B,[19-0],19,19,19,19,[20-0],,v2^1[20-0],,,,
v3^1[2-1],T,[3-3],20,2,11,2,v1^2[3-2]+v1^6v2^1[3-0],v3^1[3-1]+v1^3[3-2]+v1^7v2^1[3-0]+v2^1[3-2]+v1^10[3-0],,,v2^2v3^1[3-1],v3^1[3-7]+v1^21v2^1[3-0],v3^1[3-14]+v1^37v2^1[3-0]
v1^2[2-4],B,v1^2[2-4],20,4,11,2,v1^2[3-2],,,,,,v1^2[3-17]
v1^6v2^1[2-0],B,v1^6v2^1[2-0],20,9,11,2,v1^6v2^1[3-0],,,,,,v1^6v2^1[3-13]
v1^9[2-0],T,v1^8[3-0],20,10,11,2,v1^9[3-0],,v1^9v2^1[3-0],,,,v1^9[3-13]+v1^40[3-0]
v1^1[4-1],B,v1^1[4-1],20,5,12,4,v1^8[5-0],,v1^8v2^1[5-0],,,,v1^1[5-18]
v1^5v2^1[4-0],T,v1^4v2^1[5-0],20,9,12,4,v1^5v2^1[5-0]+v1^8[5-0],,v1^8v2^1[5-0],,,,v1^5v2^1[5-14]+v1^39[5-0]+v1^36v2^1[5-0]
v1^8[4-0],B,v1^8[4-0],20,12,12,4,v1^8[5-0],,v1^8v2^1[5-0],,,,v1^8[5-14]
v1^4v2^1[6-0],B,v1^4v2^1[6-0],20,11,13,6,v1^4v2^1[7-0],,,,,,v1^4v2^1[7-9]
v1^7[6-0],T,v1^6[7-0],20,12,13,6,v1^7[7-0],,v1^7v2^1[7-0],,,,v1^7[7-9]+v1^38[7-0]
v1^3v2^1[8-0],T,v1^2v2^1[9-0],20,11,14,8,v1^3v2^1[9-0]+v1^6[9-0],,v1^6v2^1[9-0],,,,v1^3v2^1[9-12]+v1^37[9-0]+v1^34v2^1[9-0]
v1^6[8-0],B,v1^6[8-0],20,14,14,8,v1^6[9-0],,v1^6v2^1[9-0],,,,v1^6[9-12]
v1^2v2^1[10-0],B,v1^2v2^1[10-0],20,13,15,10,v1^2v2^1[11-0],,,,,,v1^2v2^1[11-6]
v1^5[10-0],T,v1^4[11-0],20,14,15,10,v1^5[11-0],,v1^5v2^1[11-0],,,,v1^5[11-6]+v1^36[11-0]
v1^1v2^1[12-0],T,v2^1[13-0],20,13,16,12,v1^1v2^1[13-0]+v1^4[13-0],,v1^4v2^1[13-0],,,,v1^1v2^1[13-5]+v1^35[13-0]+v1^32v2^1[13-0]
v1^4[12-0],B,v1^4[12-0],20,16,16,12,v1^4[13-0],,v1^4v2^1[13-0],,,,
v2^1[14-0],B,v2^1[14-0],20,15,17,14,v2^1[15-0],,,,,,v2^1[15-2]
v1^3[14-0],T,v1^2[15-0],20,16,17,14,v1^3[15-0],,v1^3v2^1[15-0],,,,v1^3[15-2]+v1^34[15-0]
v1^2[16-0],B,v1^2[16-0],20,18,18,16,v1^2[17-0],,v1^2v2^1[17-0],,,,
v1^1[18-0],T,[19-0],20,18,19,18,v1^1[19-0],,v1^1v2^1[19-0],,,,
[20-0],B,[20-0],20,20,20,20,[21-0],,v2^1[21-0],,,,
v1^3[1-3],T,v1^2[2-4],21,3,11,1,v1^3[2-4],,v1^10v2^1[2-0],,,,v1^3[2-14]+v1^41[2-0]
v1^7v2^1[1-0],T,v1^6v2^1[2-0],21,8,11,1,v1^7v2^1[2-0]+v1^10[2-0],,,,,,v1^7v2^1[2-11]+v1^38v2^1[2-0]
v1^10[1-0],B,v1^10[1-0],21,11,11,1,v1^10[2-0],,v1^10v2^1[2-0],,,,v1^10[2-11]
[3-4],B,[3-4],21,3,12,3,,,,,,,[4-20]
v1^2[3-2],B,v1^2[3-2],21,5,12,3,v1^2[4-1],,,,,,v1^2[4-17]
v1^6v2^1[3-0],B,v1^6v2^1[3-0],21,10,12,3,v1^6v2^1[4-0],,,,,,v1^6v2^1[4-12]+v1^40[4-0]
v1^9[3-0],T,v1^8[4-0],21,11,12,3,v1^9[4-0],,v1^9v2^1[4-0]+v1^12[4-0],,,,v1^9[4-12]+v1^40[4-0]
v1^5v2^1[5-0],T,v1^4v2^1[6-0],21,10,13,5,v1^5v2^1[6-0]+v1^8[6-0],,,,,,v1^5v2^1[6-11]+v1^36v2^1[6-0]
v1^8[5-0],B,v1^8[5-0],21,13,13,5,v1^8[6-0],,v1^8v2^1[6-0],,,,v1^8[6-11]
v1^4v2^1[7-0],B,v1^4v2^1[7-0],21,12,14,7,v1^4v2^1[8-0],,,,,,v1^4v2^1[8-11]+v1^38[8-0]
v1^7[7-0],T,v1^6[8-0],21,13,14,7,v1^7[8-0],,v1^7v2^1[8-0]+v1^10[8-0],,,,v1^7[8-11]+v1^38[8-0]
v1^3v2^1[9-0],T,v1^2v2^1[10-0],21,12,15,9,v1^3v2^1[10-0]+v1^6[10-0],,,,,,v1^3v2^1[10-10]+v1^34v2^1[10-0]
v1^6[9-0],B,v1^6[9-0],21,15,15,9,v1^6[10-0],,v1^6v2^1[10-0],,,,v1^6[10-10]
v1^2v2^1[11-0],B,v1^2v2^1[11-0],21,14,16,11,v1^2v2^1[12-0],,,,,,v1^2v2^1[12-4]+v1^36[12-0]
v1^5[11-0],T,v1^4[12-0],21,15,16,11,v1^5[12-0],,v1^5v2^1[12-0]+v1^8[12-0],,,,v1^5[12-4]+v1^36[12-0]
v1^1v2^1[13-0],T,v2^1[14-0],21,14,17,13,v1^1v2^1[14-0]+v1^4[14-0],,,,,,v1^1v2^1[14-4]+v1^32v2^1[14-0]
v1^4[13-0],B,v1^4[13-0],21,17,17,13,v1^4[14-0],,v1^4v2^1[14-0],,,,
v2^1[15-0],B,v2^1[15-0],21,16,18,15,v2^1[16-0],,,,,,v2^1[16-1]+v1^34[16-0]
v1^3[15-0],T,v1^2[16-0],21,17,18,15,v1^3[16-0],,v1^3v2^1[16-0]+v1^6[16-0],,,,v1^3[16-1]+v1^34[16-0]
v1^2[17-0],B,v1^2[17-0],21,19,19,17,v1^2[18-0],,v1^2v2^1[18-0],,,,
v1^1[19-0],T,[20-0],21,19,20,19,v1^1[20-0],,v1^1v2^1[20-0]+v1^4[20-0],,,,
[21-0],B,[21-0],21,21,21,21,[22-0],,v2^1[22-0],,,,
v1^11[0-0],T,v1^10[1-0],22,10,11,0,v1^11[1-0],,v1^11v2^1[1-0],,,,v1^11[1-5]+v1^42[1-0]
v2^1[2-4],T,[3-4],22,2,12,2,v1^3[3-2]+v1^7v2^1[3-0]+v2^1[3-2],,,,v2^1[3-5]+v1^14v2^1[3-0],,v2^1[3-17]+v1^38v2^1[3-0]
v1^3[2-4],T,v1^2[3-2],22,4,12,2,v1^3[3-2],,v1^10v2^1[3-0],,,,v1^3[3-17]+v1^41[3-0]
v1^7v2^1[2-0],T,v1^6v2^1[3-0],22,9,12,2,v1^7v2^1[3-0]+v1^10[3-0],,v1^10v2^1[3-0],,,,v1^7v2^1[3-13]+v1^41[3-0]+v1^38v2^1[3-0]
v1^10[2-0],B,v1^10[2-0],22,12,12,2,v1^10[3-0],,v1^10v2^1[3-0],,,,v1^10[3-13]
[4-2],B,[4-2],22,4,13,4,,v1^1[5-1]+v1^10[5-0],,,,[5-11]+v1^24[5-0],[5-20]
v1^2[4-1],B,v1^2[4-1],22,6,13,4,,,,,,,v1^2[5-18]
v1^6v2^1[4-0],B,v1^6v2^1[4-0],22,11,13,4,v1^6v2^1[5-0],,,,,,v1^6v2^1[5-14]
v1^9[4-0],T,v1^8[5-0],22,12,13,4,v1^9[5-0],,v1^9v2^1[5-0],,,,v1^9[5-14]+v1^40[5-0]
v1^5v2^1[6-0],T,v1^4v2^1[7-0],22,11,14,6,v1^5v2^1[7-0]+v1^8[7-0],,v1^8v2^1[7-0],,,,v1^5v2^1[7-9]+v1^39[7-0]+v1^36v2^1[7-0]
v1^8[6-0],B,v1^8[6-0],22,14,14,6,v1^8[7-0],,v1^8v2^1[7-0],,,,v1^8[7-9]
v1^4v2^1[8-0],B,v1^4v2^1[8-0],22,13,15,8,v1^4v2^1[9-0],,,,,,v1^4v2^1[9-12]
v1^7[8-0],T,v1^6[9-0],22,14,15,8,v1^7[9-0],,v1^7v2^1[9-0],,,,v1^7[9-12]+v1^38[9-0]
v1^3v2^1[10-0],T,v1^2v2^1[11-0],22,13,16,10,v1^3v2^1[11-0]+v1^6[11-0],,v1^6v2^1[11-0],,,,v1^3v2^1[11-6]+v1^37[11-0]+v1^34v2^1[11-0]
v1^6[10-0],B,v1^6[10-0],22,16,16,10,v1^6[11-0],,v1^6v2^1[11-0],,,,v1^6[11-6]
v1^2v2^1[12-0],B,v1^2v2^1[12-0],22,15,17,12,v1^2v2^1[13-0],,,,,,v1^2v2^1[13-5]+v1^36[13-0]
v1^5[12-0],T,v1^4[13-0],22,16,17,12,v1^5[13-0],,v1^5v2^1[13-0],,,,
v1^1v2^1[14-0],T,v2^1[15-0],22,15,18,14,v1^1v2^1[15-0]+v1^4[15-0],,v1^4v2^1[15-0],,,,v1^1v2^1[15-2]+v1^35[15-0]+v1^32v2^1[15-0]
v1^4[14-0],B,v1^4[14-0],22,18,18,14,v1^4[15-0],,v1^4v2^1[15-0],,,,
v2^1[16-0],B,v2^1[16-0],22,17,19,16,v2^1[17-0],,,,,,v1^1[17-1]
v1^3[16-0],T,v1^2[17-0],22,18,19,16,v1^3[17-0],,v1^3v2^1[17-0],,,,
v1^2[18-0],B,v1^2[18-0],22,20,20,18,v1^2[19-0],,v1^2v2^1[19-0],,,,
v1^1[20-0],T,[21-0],22,20,21,20,v1^1[21-0],,v1^1v2^1[21-0],,,,
[22-0],B,[22-0],22,22,22,22,[23-0],,v2^1[23-0],,,,
v1^8v2^1[1-0],B,v1^8v2^1[1-0],23,10,12,1,v1^8v2^1[2-0],,,,,,v1^8v2^1[2-11]+v1^42[2-0]
v1^11[1-0],T,v1^10[2-0],23,11,12,1,v1^11[2-0],,v1^11v2^1[2-0]+v1^14[2-0],,,,v1^11[2-11]+v1^42[2-0]
v3^1[3-1],T,[4-2],23,3,13,3,v1^3[4-1]+v1^7v2^1[4-0]+v2^1[4-1]+v1^10[4-0],v1^1v2^1[4-1]+v1^8v2^1[4-0],v1^10v2^1[4-0],,,v3^1[4-7]+v1^25[4-0]+v1^22v2^1[4-0],v3^1[4-15]+v1^41[4-0]+v1^38v2^1[4-0]
v2^1[3-2],B,v2^1[3-2],23,4,13,3,v2^1[4-1]+v1^10[4-0],,v1^10v2^1[4-0],,,,v2^1[4-17]
v1^3[3-2],T,v1^2[4-1],23,5,13,3,v1^3[4-1],,v1^10v2^1[4-0],,,,v1^3[4-17]+v1^41[4-0]
v1^7v2^1[3-0],T,v1^6v2^1[4-0],23,10,13,3,v1^7v2^1[4-0]+v1^10[4-0],,,,,,v1^7v2^1[4-12]+v1^38v2^1[4-0]
v1^10[3-0],B,v1^10[3-0],23,13,13,3,v1^10[4-0],,v1^10v2^1[4-0],,,,v1^10[4-12]
[5-1],B,[5-1],23,5,14,5,,[6-1]+v1^10[6-0],,v1^1[6-2]+v1^12[6-0],[6-5]+v1^16[6-0],,v2^10[6-1]+v1^2[6-16]+[6-18]
v1^6v2^1[5-0],B,v1^6v2^1[5-0],23,12,14,5,v1^6v2^1[6-0],,,,,,v1^6v2^1[6-11]+v1^40[6-0]
v1^9[5-0],T,v1^8[6-0],23,13,14,5,v1^9[6-0],,v1^9v2^1[6-0]+v1^12[6-0],,,,v1^9[6-11]+v1^40[6-0]
v1^5v2^1[7-0],T,v1^4v2^1[8-0],23,12,15,7,v1^5v2^1[8-0]+v1^8[8-0],,,,,,v1^5v2^1[8-11]+v1^36v2^1[8-0]
v1^8[7-0],B,v1^8[7-0],23,15,15,7,v1^8[8-0],,v1^8v2^1[8-0],,,,v1^8[8-11]
v1^4v2^1[9-0],B,v1^4v2^1[9-0],23,14,16,9,v1^4v2^1[10-0],,,,,,v1^4v2^1[10-10]+v1^38[10-0]
v1^7[9-0],T,v1^6[10-0],23,15,16,9,v1^7[10-0],,v1^7v2^1[10-0]+v1^10[10-0],,,,v1^7[10-10]+v1^38[10-0]
v1^3v2^1[11-0],T,v1^2v2^1[12-0],23,14,17,11,v1^3v2^1[12-0]+v1^6[12-0],,,,,,v1^3v2^1[12-4]+v1^34v2^1[12-0]
v1^6[11-0],B,v1^6[11-0],23,17,17,11,v1^6[12-0],,v1^6v2^1[12-0],,,,v1^6[12-4]
v1^2v2^1[13-0],B,v1^2v2^1[13-0],23,16,18,13,v1^2v2^1[14-0],,,,,,v1^2v2^1[14-4]+v1^36[14-0]
v1^5[13-0],T,v1^4[14-0],23,17,18,13,v1^5[14-0],,v1^5v2^1[14-0]+v1^8[14-0],,,,
v1^1v2^1[15-0],T,v2^1[16-0],23,16,19,15,v1^1v2^1[16-0]+v1^4[16-0],,,,,,v1^1v2^1[16-1]+v1^32v2^1[16-0]
v1^4[15-0],B,v1^4[15-0],23,19,19,15,v1^4[16-0],,v1^4v2^1[16-0],,,,
v2^1[17-0],B,v2^1[17-0],23,18,20,17,v2^1[18-0],,,,,,
v1^3[17-0],T,v1^2[18-0],23,19,20,17,v1^3[18-0],,v1^3v2^1[18-0]+v1^6[18-0],,,,
v1^2[19-0],B,v1^2[19-0],23,21,21,19,v1^2[20-0],,v1^2v2^1[20-0],,,,
v1^1[21-0],T,[22-0],23,21,22,21,v1^1[22-0],,v1^1v2^1[22-0]+v1^4[22-0],,,,
[23-0],B,[23-0],23,23,23,23,[24-0],,v2^1[24-0],,,,
v1^1v2^1[2-4],T,v2^1[3-2],24,3,13,2,v1^1v2^1[3-2]+v1^11[3-0],,,,,,v1^1v2^1[3-17]+v1^39v2^1[3-0]
v1^8v2^1[2-0],B,v1^8v2^1[2-0],24,11,13,2,v1^8v2^1[3-0],,,,,,v1^8v2^1[3-13]
v1^11[2-0],T,v1^10[3-0],24,12,13,2,v1^11[3-0],,v1^11v2^1[3-0],,,,v1^11[3-13]+v1^42[3-0]
v2^1[4-1],B,v2^1[4-1],24,5,14,4,v1^1[5-1]+v1^10[5-0],,,,,,v2^1[5-18]
v1^7v2^1[4-0],T,v1^6v2^1[5-0],24,11,14,4,v1^7v2^1[5-0]+v1^10[5-0],,v1^10v2^1[5-0],,,,v1^7v2^1[5-14]+v1^41[5-0]+v1^38v2^1[5-0]
v1^10[4-0],B,v1^10[4-0],24,14,14,4,v1^10[5-0],,v1^10v2^1[5-0],,,,v1^10[5-14]
v1^6v2^1[6-0],B,v1^6v2^1[6-0],24,13,15,6,v1^6v2^1[7-0],,,,,,v1^6v2^1[7-9]
v1^9[6-0],T,v1^8[7-0],24,14,15,6,v1^9[7-0],,v1^9v2^1[7-0],,,,v1^9[7-9]+v1^40[7-0]
v1^5v2^1[8-0],T,v1^4v2^1[9-0],24,13,16,8,v1^5v2^1[9-0]+v1^8[9-0],,v1^8v2^1[9-0],,,,v1^5v2^1[9-12]+v1^39[9-0]+v1^36v2^1[9-0]
v1^8[8-0],B,v1^8[8-0],24,16,16,8,v1^8[9-0],,v1^8v2^1[9-0],,,,
v1^4v2^1[10-0],B,v1^4v2^1[10-0],24,15,17,10,v1^4v2^1[11-0],,,,,,v1^4v2^1[11-6]
v1^7[10-0],T,v1^6[11-0],24,16,17,10,v1^7[11-0],,v1^7v2^1[11-0],,,,v1^7[11-6]+v1^38[11-0]
v1^3v2^1[12-0],T,v1^2v2^1[13-0],24,15,18,12,v1^3v2^1[13-0]+v1^6[13-0],,v1^6v2^1[13-0],,,,v1^3v2^1[13-5]+v1^37[13-0]+v1^34v2^1[13-0]
v1^6[12-0],B,v1^6[12-0],24,18,18,12,v1^6[13-0],,v1^6v2^1[13-0],,,,
v1^2v2^1[14-0],B,v1^2v2^1[14-0],24,17,19,14,v1^2v2^1[15-0],,,,,,
v1^5[14-0],T,v1^4[15-0],24,18,19,14,v1^5[15-0],,v1^5v2^1[15-0],,,,
v1^1v2^1[16-0],T,v2^1[17-0],24,17,20,16,v1^1v2^1[17-0]+v1^4[17-0],,v1^4v2^1[17-0],,,,
v1^4[16-0],B,v1^4[16-0],24,20,20,16,v1^4[17-0],,v1^4v2^1[17-0],,,,
v2^1[18-0],B,v2^1[18-0],24,19,21,18,v2^1[19-0],,,,,,
v1^3[18-0],T,v1^2[19-0],24,20,21,18,v1^3[19-0],,v1^3v2^1[19-0],,,,
v1^2[20-0],B,v1^2[20-0],24,22,22,20,v1^2[21-0],,v1^2v2^1[21-0],,,,
v1^1[22-0],T,[23-0],24,22,23,22,v1^1[23-0],,v1^1v2^1[23-0],,,,
[24-0],B,[24-0],24,24,24,24,[25-0],,v2^1[25-0],,,,
v1^9v2^1[1-0],T,v1^8v2^1[2-0],25,10,13,1,v1^9v2^1[2-0]+v1^12[2-0],,,,,,v1^9v2^1[2-11]+v1^40v2^1[2-0]
v1^12[1-0],B,v1^12[1-0],25,13,13,1,v1^12[2-0],,v1^12v2^1[2-0],,,,v1^12[2-11]
v1^1v2^1[3-2],T,v2^1[4-1],25,4,14,3,v1^1v2^1[4-1]+v1^11[4-0],,v1^11v2^1[4-0]+v1^14[4-0],,,,v1^1v2^1[4-17]+v1^39v2^1[4-0]
v1^8v2^1[3-0],B,v1^8v2^1[3-0],25,12,14,3,v1^8v2^1[4-0],,,,,,v1^8v2^1[4-12]+v1^42[4-0]
v1^11[3-0],T,v1^10[4-0],25,13,14,3,v1^11[4-0],,v1^11v2^1[4-0]+v1^14[4-0],,,,v1^11[4-12]+v1^42[4-0]
v1^1[5-1],B,v1^1[5-1],25,6,15,5,v1^10[6-0],,v1^10v2^1[6-0],,,,v1^1[6-18]
v1^7v2^1[5-0],T,v1^6v2^1[6-0],25,12,15,5,v1^7v2^1[6-0]+v1^10[6-0],,,,,,v1^7v2^1[6-11]+v1^38v2^1[6-0]
v1^10[5-0],B,v1^10[5-0],25,15,15,5,v1^10[6-0],,v1^10v2^1[6-0],,,,v1^10[6-11]
v1^6v2^1[7-0],B,v1^6v2^1[7-0],25,14,16,7,v1^6v2^1[8-0],,,,,,v1^6v2^1[8-11]+v1^40[8-0]
v1^9[7-0],T,v1^8[8-0],25,15,16,7,v1^9[8-0],,v1^9v2^1[8-0]+v1^12[8-0],,,,v1^9[8-11]+v1^40[8-0]
v1^5v2^1[9-0],T,v1^4v2^1[10-0],25,14,17,9,v1^5v2^1[10-0]+v1^8[10-0],,,,,,v1^5v2^1[10-10]+v1^36v2^1[10-0]
v1^8[9-0],B,v1^8[9-0],25,17,17,9,v1^8[10-0],,v1^8v2^1[10-0],,,,
v1^4v2^1[11-0],B,v1^4v2^1[11-0],25,16,18,11,v1^4v2^1[12-0],,,,,,v1^4v2^1[12-4]+v1^38[12-0]
v1^7[11-0],T,v1^6[12-0],25,17,18,11,v1^7[12-0],,v1^7v2^1[12-0]+v1^10[12-0],,,,v1^7[12-4]+v1^38[12-0]
v1^3v2^1[13-0],T,v1^2v2^1[14-0],25,16,19,13,v1^3v2^1[14-0]+v1^6[14-0],,,,,,
v1^6[13-0],B,v1^6[13-0],25,19,19,13,v1^6[14-0],,v1^6v2^1[14-0],,,,
v1^2v2^1[15-0],B,v1^2v2^1[15-0],25,18,20,15,v1^2v2^1[16-0],,,,,,
v1^5[15-0],T,v1^4[16-0],25,19,20,15,v1^5[16-0],,v1^5v2^1[16-0]+v1^8[16-0],,,,
v1^1v2^1[17-0],T,v2^1[18-0],25,18,21,17,v1^1v2^1[18-0]+v1^4[18-0],,,,,,
v1^4[17-0],B,v1^4[17-0],25,21,21,17,v1^4[18-0],,v1^4v2^1[18-0],,,,
v2^1[19-0],B,v2^1[19-0],25,20,22,19,v2^1[20-0],,,,,,
v1^3[19-0],T,v1^2[20-0],25,21,22,19,v1^3[20-0],,v1^3v2^1[20-0]+v1^6[20-0],,,,
v1^2[21-0],B,v1^2[21-0],25,23,23,21,v1^2[22-0],,v1^2v2^1[22-0],,,,
v1^1[23-0],T,[24-0],25,23,24,23,v1^1[24-0],,v1^1v2^1[24-0]+v1^4[24-0],,,,
[25-0],B,[25-0],25,25,25,25,[26-0],,v2^1[26-0],,,,
v1^13[0-0],T,v1^12[1-0],26,12,13,0,v1^13[1-0],,v1^13v2^1[1-0],,,,v1^13[1-5]+v1^44[1-0]
v1^2v2^1[2-4],B,v1^2v2^1[2-4],26,5,14,2,v1^12[3-0],,v1^12v2^1[3-0],,,,v1^2v2^1[3-17]
v1^9v2^1[2-0],T,v1^8v2^1[3-0],26,11,14,2,v1^9v2^1[3-0]+v1^12[3-0],,v1^12v2^1[3-0],,,,v1^9v2^1[3-13]+v1^43[3-0]+v1^40v2^1[3-0]
v1^12[2-0],B,v1^12[2-0],26,14,14,2,v1^12[3-0],,v1^12v2^1[3-0],,,,v1^12[3-13]
v1^1v2^1[4-1],T,v1^1[5-1],26,5,15,4,v1^8v2^1[5-0],,,,,,v1^1v2^1[5-18]+v1^39v2^1[5-0]
v1^8v2^1[4-0],B,v1^8v2^1[4-0],26,13,15,4,v1^8v2^1[5-0],,,,,,v1^8v2^1[5-14]
v1^11[4-0],T,v1^10[5-0],26,14,15,4,v1^11[5-0],,v1^11v2^1[5-0],,,,v1^11[5-14]+v1^42[5-0]
[6-1],B,[6-1],26,6,16,6,v1^10[7-0],[7-1],v1^10v2^1[7-0],,[7-4]+v1^2[7-2]+v1^14v2^1[7-0],,v2^10[7-1]+[7-17]
v1^7v2^1[6-0],T,v1^6v2^1[7-0],26,13,16,6,v1^7v2^1[7-0]+v1^10[7-0],,v1^10v2^1[7-0],,,,v1^7v2^1[7-9]+v1^41[7-0]+v1^38v2^1[7-0]
v1^10[6-0],B,v1^10[6-0],26,16,16,6,v1^10[7-0],,v1^10v2^1[7-0],,,,v1^10[7-9]
v1^6v2^1[8-0],B,v1^6v2^1[8-0],26,15,17,8,v1^6v2^1[9-0],,,,,,v1^6v2^1[9-12]+v1^40[9-0]
v1^9[8-0],T,v1^8[9-0],26,16,17,8,v1^9[9-0],,v1^9v2^1[9-0],,,,
v1^5v2^1[10-0],T,v1^4v2^1[11-0],26,15,18,10,v1^5v2^1[11-0]+v1^8[11-0],,v1^8v2^1[11-0],,,,v1^5v2^1[11-6]+v1^39[11-0]+v1^36v2^1[11-0]
v1^8[10-0],B,v1^8[10-0],26,18,18,10,v1^8[11-0],,v1^8v2^1[11-0],,,,
v1^4v2^1[12-0],B,v1^4v2^1[12-0],26,17,19,12,v1^4v2^1[13-0],,,,,,
v1^7[12-0],T,v1^6[13-0],26,18,19,12,v1^7[13-0],,v1^7v2^1[13-0],,,,
v1^3v2^1[14-0],T,v1^2v2^1[15-0],26,17,20,14,v1^3v2^1[15-0]+v1^6[15-0],,v1^6v2^1[15-0],,,,
v1^6[14-0],B,v1^6[14-0],26,20,20,14,v1^6[15-0],,v1^6v2^1[15-0],,,,
v1^2v2^1[16-0],B,v1^2v2^1[16-0],26,19,21,16,v1^2v2^1[17-0],,,,,,
v1^5[16-0],T,v1^4[17-0],26,20,21,16,v1^5[17-0],,v1^5v2^1[17-0],,,,
v1^1v2^1[18-0],T,v2^1[19-0],26,19,22,18,v1^1v2^1[19-0]+v1^4[19-0],,v1^4v2^1[19-0],,,,
v1^4[18-0],B,v1^4[18-0],26,22,22,18,v1^4[19-0],,v1^4v2^1[19-0],,,,
v2^1[20-0],B,v2^1[20-0],26,21,23,20,v2^1[21-0],,,,,,
v1^3[20-0],T,v1^2[21-0],26,22,23,20,v1^3[21-0],,v1^3v2^1[21-0],,,,
v1^2[22-0],B,v1^2[22-0],26,24,24,22,v1^2[23-0],,v1^2v2^1[23-0],,,,
v1^1[24-0],T,[25-0],26,24,25,24,v1^1[25-0],,v1^1v2^1[25-0],,,,
[26-0],B,[26-0],26,26,26,26,[27-0],,v2^1[27-0],,,,
v2^4[1-1],T,v1^2v2^1[2-4],27,4,14,1,v1^13[2-0]+v1^10v2^1[2-0],v2^4[2-1],v1^13v2^1[2-0]+v1^16[2-0],v1^1v2^5[2-0]+v1^13v2^1[2-0],,,v2^4[2-12]+v2^14[2-1]+v1^41v2^1[2-0]
