name,stem,Adams filtration,weight,h0target,h1target,h2target,h3target,drinfo,drvalue
v0^2v2^2v3^2[6-0],46,12,26,,,,,2,v0^2v1^4v4^1[7-0]
v0^1v1^4v2^6[2-0],46,13,24,,,,,,
v0^2v1^4v2^6[2-0],46,14,24,,,,,,
v0^3v1^4v2^6[2-0],46,15,24,,,,,,
v0^4v1^4v2^6[2-0],46,16,24,,,,,,
v0^5v1^4v2^6[2-0],46,17,24,,,,,,
v0^6v1^4v2^6[2-0],46,18,24,,,,,,
v1^14v3^1[4-0],46,19,25,,loc,,,2,v1^14v2^2[5-0]
v1^16v2^2[2-0],46,20,24,,loc,,,,
v0^1v1^16v2^2[2-0],46,21,24,,,,,,
v0^2v1^16v2^2[2-0],46,22,24,,,,,,
v3^2[3-3],47,5,25,,,,,3,v2^4[4-2]
[5-9],47,5,26,,v1^18v2^1[6-0],,,,
v0^1[5-9],47,6,26,,,,,,
v2^2[5-5],47,7,26,,,,,,
v1^4v2^1[3-6],47,8,25,,v1^4v2^1[4-4]+v1^22[4-0],,v1^22v2^1[4-0],,
v2^4[5-1],47,9,26,v0^1v2^4[5-1]+v1^18v2^1[5-0],v1^18v2^1[6-0],v2^4[6-1],,,
[9-2],47,9,28,,,,,2,v0^1[10-1]
v1^2v2^7[1-0],47,10,24,,loc,,,2,v1^4v2^6[2-0]
v0^1v2^4[5-1],47,10,26,v2^7[5-0],v1^18v2^1[6-0],,,,
v1^2v2^1[7-2],47,10,27,,,,,,
v0^1v1^2v2^7[1-0],47,11,24,,,,,2,v0^1v1^4v2^6[2-0]
v0^2v1^2v2^7[1-0],47,12,24,,,,,2,v0^2v1^4v2^6[2-0]
v0^3v1^2v2^7[1-0],47,13,24,,,,,2,v0^3v1^4v2^6[2-0]
v0^4v1^2v2^7[1-0],47,14,24,,,,,2,v0^4v1^4v2^6[2-0]
v0^5v1^2v2^7[1-0],47,15,24,,,,,2,v0^5v1^4v2^6[2-0]
v1^6v3^2[7-0],47,15,27,,loc,,,,
v0^6v1^2v2^7[1-0],47,16,24,,,,,2,v0^6v1^4v2^6[2-0]
v1^8v2^2v3^1[5-0],47,16,26,,loc,,,2,v1^8v2^4[6-0]
v0^7v1^2v2^7[1-0],47,17,24,,,,,3,v1^16v2^2[2-0]
v1^10v2^4[3-0],47,17,25,,loc,,,2,v1^12v2^3[4-0]
v0^1v1^8v2^2v3^1[5-0],47,17,26,,,,,,
v0^8v1^2v2^7[1-0],47,18,24,,,,,3,v0^1v1^16v2^2[2-0]
v0^2v1^8v2^2v3^1[5-0],47,18,26,,,,,,
v0^9v1^2v2^7[1-0],47,19,24,,,,,3,v0^2v1^16v2^2[2-0]
v0^10v1^2v2^7[1-0],47,20,24,v0^11v1^2v2^7[1-0],v1^20v2^1[2-0],,,,
v0^11v1^2v2^7[1-0],47,21,24,v0^12v1^2v2^7[1-0],,,,,
v0^12v1^2v2^7[1-0],47,22,24,v0^13v1^2v2^7[1-0],,,,,
v0^13v1^2v2^7[1-0],47,23,24,v0^14v1^2v2^7[1-0],,,,,
v0^14v1^2v2^7[1-0],47,24,24,,,,,,
[4-9],48,4,26,,,,,2,v0^1[5-9]
v3^1[4-4],48,5,26,,,,,2,v2^2[5-5]
v0^1v3^1[4-4],48,6,26,,v1^22[5-0],,v1^22v2^1[5-0],,
v0^2v3^1[4-4],48,7,26,,,,,,
v2^2v3^1[4-2],48,7,26,v0^1v2^2v3^1[4-2]+v1^22[4-0],,v2^3[5-3]+v1^20v2^1[5-0],,,
v0^1v2^2v3^1[4-2],48,8,26,,v1^22[5-0],,v1^22v2^1[5-0],,
v2^1v3^1[6-2],48,8,27,,,,,2,v1^2v2^1[7-2]
v1^4v2^1[4-4],48,9,26,,,,,,
[10-2],48,10,29,,[11-1],,,,
v1^2v2^1v4^1[8-0],48,12,28,,loc,,,2,v1^2v2^1v3^2[9-0]
v1^4v2^1v3^2[6-0],48,13,27,,loc,,,2,v1^6v3^2[7-0]
v0^1v1^2v2^1v4^1[8-0],48,13,28,,,,,,
v1^6v2^3v3^1[4-0],48,14,26,,loc,,,2,v1^6v2^5[5-0]
v0^2v1^2v2^1v4^1[8-0],48,14,28,,,,,,
v0^1v1^6v2^3v3^1[4-0],48,15,26,,,,,2,v0^1v1^8v2^2v3^1[5-0]
v0^2v1^6v2^3v3^1[4-0],48,16,26,,,,,2,v0^2v1^8v2^2v3^1[5-0]
v1^14v2^3[2-0],48,19,25,,loc,,,2,v1^16v2^2[3-0]
v1^20v2^1[2-0],48,23,25,,loc,,,,
v2^2[3-7],49,5,26,,,,,2,v0^2v3^1[4-4]
v3^1[5-5],49,6,27,,,,,3,v3^3[6-0]
v2^1v3^1[7-1],49,9,28,,,,,3,v2^2v3^2[8-0]
v1^4v2^1[5-5],49,10,27,,,,,,
v2^5v3^1[5-0],49,11,27,,loc,,,2,v2^7[6-0]
v1^3v2^1[7-2],49,11,28,,,,,2,v0^1v1^2v2^1v4^1[8-0]
[11-1],49,11,30,,v1^16v2^1[12-0],,,,
v1^4v2^4v3^1[3-0],49,12,26,,loc,,,2,v1^4v2^6[4-0]
v0^1v1^3v2^1[7-2],49,12,28,,,,,2,v0^2v1^2v2^1v4^1[8-0]
v0^1v1^4v2^4v3^1[3-0],49,13,26,,,,,,
v0^2v1^4v2^4v3^1[3-0],49,14,26,,,,,,
v1^12v2^1v3^1[5-0],49,19,27,,loc,,,2,v1^12v2^3[6-0]
v1^16v3^1[3-0],49,20,26,,loc,,,2,v1^16v2^2[4-0]
v0^1v1^16v3^1[3-0],49,21,26,,,,,,
v0^2v1^16v3^1[3-0],49,22,26,,,,,,
v1^24[1-0],49,25,25,,loc,,v1^24v2^1[2-0],,
[4-10],50,4,27,,v1^20v2^1[5-0],[5-11]+v1^24[5-0],,,
v3^2[4-2],50,6,27,,,,,4,v1^4v2^1[5-5]
v3^1[6-4],50,7,28,,,,,3,v3^3[7-0]
v1^6v2^1[2-7],50,9,26,,v1^24[3-0],,v1^24v2^1[3-0],,
v1^2v3^3[4-0],50,9,27,,loc,,,,
v2^8[2-0],50,10,26,,loc,,,2,v1^2v2^7[3-0]
v2^4[6-1],50,10,28,,,v1^2v2^1v3^1[7-1],,,
v1^1v2^1[8-2],50,10,29,,,,,3,v2^2v3^2[9-0]
v0^1v2^8[2-0],50,11,26,,,,,2,v0^1v1^4v2^4v3^1[3-0]
v0^1v2^4[6-1],50,11,28,,,,,,
v0^2v2^8[2-0],50,12,26,,,,,2,v0^2v1^4v2^4v3^1[3-0]
v1^6v4^1[8-0],50,15,29,,loc,,,2,v1^6v3^2[9-0]
v1^8v3^2[6-0],50,16,28,,loc,,,,
v1^8v2^5[4-0],50,17,27,,loc,,,2,v1^10v2^4[5-0]
v0^1v1^8v3^2[6-0],50,17,28,,,,,,
v1^12v2^4[2-0],50,18,26,,loc,,,2,v1^14v2^3[3-0]
v0^2v1^8v3^2[6-0],50,18,28,,,,,,
v0^1v1^12v2^4[2-0],50,19,26,,,,,2,v0^1v1^16v3^1[3-0]
v0^2v1^12v2^4[2-0],50,20,26,,,,,2,v0^2v1^16v3^1[3-0]
[5-10],51,5,28,v0^1[5-10],[6-8]+v1^2v2^1v3^1[6-2],,[6-9]+v1^2v3^2[6-1]+v1^4v3^1[6-4]+v1^26[6-0],,
v2^3[3-6],51,6,27,,,,,3,v1^2v3^3[4-0]
v0^1[5-10],51,6,28,,,,,,
v0^2[5-10],51,7,28,,,,,,
v2^3[5-3],51,8,28,,v1^20v2^1[6-0],,,,
v3^1[7-2],51,8,29,,,,,3,v3^3[8-0]
v1^1v2^2v3^1[5-1],51,9,28,,,,,2,v0^1v2^4[6-1]
v2^2[7-3],51,9,29,,v1^22[8-0],v2^2[8-2],v1^22v2^1[8-0],,
v1^6v2^1[3-6],51,10,27,,,,,,
v2^2v4^1[9-0],51,12,30,,loc,,,2,v2^2v3^2[10-0]
v1^2v2^2v3^2[7-0],51,13,29,,loc,,,2,v1^4v2^1v3^2[8-0]
v0^1v2^2v4^1[9-0],51,13,30,,,,,,
v1^6v2^1v3^2[5-0],51,14,28,,loc,,,2,v1^8v3^2[6-0]
v0^2v2^2v4^1[9-0],51,14,30,,,,,,
v1^6v2^6[3-0],51,15,27,,loc,,,,
v0^1v1^6v2^1v3^2[5-0],51,15,28,,,,,2,v0^1v1^8v3^2[6-0]
v0^2v1^6v2^1v3^2[5-0],51,16,28,,,,,2,v0^2v1^8v3^2[6-0]
v1^18v2^2[3-0],51,23,27,,loc,,,,
v1^22v2^1[1-0],51,24,26,v0^1v1^22v2^1[1-0],loc,,,,
v0^1v1^22v2^1[1-0],51,25,26,v0^2v1^22v2^1[1-0],,,,,
v0^2v1^22v2^1[1-0],51,26,26,,,,,,
v4^1[4-2],52,5,28,,,,,2,v0^2[5-10]
[6-8],52,6,29,,v1^2v2^1v3^1[7-1],,,,
v2^3[4-4],52,7,28,,,,,3,v1^2v3^3[5-0]
v2^5v3^1[2-2],52,8,27,,,,,2,v1^6v2^1[3-6]
[8-3],52,8,30,,[9-3]+v1^22[9-0],[9-4],[9-6]+v1^2[9-5]+v1^22v2^1[9-0],,
v3^1[8-1],52,9,30,,,,,3,v3^3[9-0]
v1^2v2^1v3^1[6-2],52,10,29,,v1^2v2^1v3^1[7-1]+v1^20v2^1[7-0],,,,
v1^2v2^1[8-2],52,11,30,,,,,2,v0^1v2^2v4^1[9-0]
v1^2v2^5v3^1[4-0],52,12,28,,loc,,,2,v1^2v2^7[5-0]
v0^1v1^2v2^1[8-2],52,12,30,,,,,2,v0^2v2^2v4^1[9-0]
v1^4v2^7[2-0],52,13,27,,loc,,,2,v1^6v2^6[3-0]
v0^1v1^2v2^5v3^1[4-0],52,13,28,,,,,,
v0^2v1^2v2^5v3^1[4-0],52,14,28,,,,,,
v1^10v2^2v3^1[6-0],52,19,29,,loc,,,2,v1^10v2^4[7-0]
v1^14v2^1v3^1[4-0],52,20,28,,loc,,,2,v1^14v2^3[5-0]
v1^16v2^3[2-0],52,21,27,,loc,,,2,v1^18v2^2[3-0]
v0^1v1^14v2^1v3^1[4-0],52,21,28,,,,,,
v0^2v1^14v2^1v3^1[4-0],52,22,28,,,,,,
[5-11],53,5,29,,v1^24[6-0],,v1^24v2^1[6-0],,
[7-5],53,7,30,,[8-4],v1^2[8-3]+v1^24[8-0],[8-6]+v2^1[8-4],,
v1^2v3^1[5-5],53,8,29,,,,,3,v1^2v3^3[6-0]
v2^3[5-5],53,8,29,,,,,,
v2^5v3^1[3-1],53,9,28,,,,,3,v2^8[4-0]
v2^1v3^3[5-0],53,9,29,,loc,,,,
[9-3],53,9,31,,[10-3]+v2^1[10-2],,[10-6]+v1^2[10-4]+v1^22v2^1[10-0],,
v1^4v3^3[3-0],53,10,28,,loc,,,,
v2^1[9-2],53,10,31,,,,,3,v3^3[10-0]
v1^7v2^1[3-6],53,11,28,,,,,2,v0^1v1^2v2^5v3^1[4-0]
v0^1v1^4v3^3[3-0],53,11,28,,,,,,
v1^2v2^1v3^1[7-1],53,11,30,,,,,,
v0^1v1^7v2^1[3-6],53,12,28,,,,,2,v0^2v1^2v2^5v3^1[4-0]
v0^2v1^4v3^3[3-0],53,12,28,,,,,,
v0^3v1^4v3^3[3-0],53,13,28,,,,,,
v0^4v1^4v3^3[3-0],53,14,28,,,,,,
v0^5v1^4v3^3[3-0],53,15,28,,,,,,
v1^4v2^1v4^1[9-0],53,15,31,,loc,,,2,v1^4v2^1v3^2[10-0]
v0^6v1^4v3^3[3-0],53,16,28,,,,,,
v1^8v4^1[7-0],53,16,30,,loc,,,2,v1^8v3^2[8-0]
v1^8v2^3v3^1[5-0],53,17,29,,loc,,,2,v1^8v2^5[6-0]
v0^1v1^8v4^1[7-0],53,17,30,,,,,,
v1^10v2^5[3-0],53,18,28,,loc,,,2,v1^12v2^4[4-0]
v0^2v1^8v4^1[7-0],53,18,30,,,,,,
v0^1v1^10v2^5[3-0],53,19,28,,,,,2,v0^1v1^14v2^1v3^1[4-0]
v0^2v1^10v2^5[3-0],53,20,28,,,,,2,v0^2v1^14v2^1v3^1[4-0]
v1^26[1-0],53,27,27,,loc,,v1^26v2^1[2-0],,
v3^1[39-0],53,40,46,,loc,,,,
v2^1v3^1[4-4],54,6,29,,,,,2,v2^3[5-5]
v1^2v2^3[2-7],54,7,28,,,,,3,v1^4v3^3[3-0]
v0^1v1^2v2^3[2-7],54,8,28,,,,,3,v0^1v1^4v3^3[3-0]
v3^2[6-1],54,8,30,,v1^1v3^1[7-3],,v1^1v4^1[7-1]+v1^4[7-5]+v1^24v2^1[7-0],,
[8-4],54,8,31,,[9-5]+v1^20v2^1[9-0],,[9-7]+v2^1[9-5],,
v0^2v1^2v2^3[2-7],54,9,28,,,v1^2v2^5v3^1[3-1]+v1^24v2^1[3-0],,,
v1^2v3^1[6-4],54,9,30,,,,,3,v1^2v3^3[7-0]
v0^1v3^2[6-1],54,9,30,,,,,,
v2^8[2-1],54,10,28,,,,,2,v0^2v1^4v3^3[3-0]
v1^1v2^5[4-2],54,10,29,,,,,3,v2^8[5-0]
v2^2[8-2],54,10,31,,,,,,
[10-3],54,10,32,,v2^1[11-1],v1^1v2^1[11-1]+v1^20v2^1[11-0],[11-4]+v1^2[11-2],,
v0^1v2^8[2-1],54,11,28,,,,,2,v0^3v1^4v3^3[3-0]
v2^1[10-2],54,11,32,,v2^1[11-1],v1^1v2^1[11-1]+v1^20v2^1[11-0],,,
v0^2v2^8[2-1],54,12,28,,,,,2,v0^4v1^4v3^3[3-0]
v3^1v4^1[10-0],54,12,32,,loc,,,2,v3^3[11-0]
v0^3v2^8[2-1],54,13,28,,,,,2,v0^5v1^4v3^3[3-0]
v2^3v3^2[8-0],54,13,31,,loc,,,2,v1^2v2^2v3^2[9-0]
v0^1v3^1v4^1[10-0],54,13,32,,,,,,
v0^4v2^8[2-1],54,14,28,,,,,2,v0^6v1^4v3^3[3-0]
v1^4v2^2v3^2[6-0],54,14,30,,loc,,,2,v1^6v2^1v3^2[7-0]
v0^2v3^1v4^1[10-0],54,14,32,,,,,,
v1^6v2^4v3^1[4-0],54,15,29,,loc,,,2,v1^6v2^6[5-0]
v0^1v1^4v2^2v3^2[6-0],54,15,30,,,,,2,v0^1v1^8v4^1[7-0]
v0^2v1^4v2^2v3^2[6-0],54,16,30,,,,,2,v0^2v1^8v4^1[7-0]
v1^18v3^1[4-0],54,23,29,,loc,,,2,v1^18v2^2[5-0]
v1^20v2^2[2-0],54,24,28,,loc,,,,
v0^1v1^20v2^2[2-0],54,25,28,,,,,,
v0^2v1^20v2^2[2-0],54,26,28,,,,,,
v2^1v3^1[5-5],55,7,30,,,,,2,v0^1v3^2[6-1]
v2^1v3^1[5-4],55,7,30,,,,,3,v2^1v3^3[6-0]
v3^2[5-2],55,7,30,,,,,,
v1^2v2^3[3-6],55,8,29,,,,,3,v1^4v3^3[4-0]
v2^6[3-3],55,9,29,,,,,,
v1^1v3^1[7-3],55,9,31,,v1^2[8-3],,v1^2[8-5]+v1^4[8-4],,
[9-4],55,9,32,,,[10-5],,,
[9-5],55,9,32,,[10-4]+v1^20v2^1[10-0],,v2^1[10-4],,
v1^2v3^1[7-2],55,10,31,,,,,3,v1^2v3^3[8-0]
v2^2[9-1],55,11,32,,,,,2,v0^1v3^1v4^1[10-0]
v2^6v3^1[5-0],55,12,30,,loc,,,2,v2^8[6-0]
v0^1v2^2[9-1],55,12,32,,,,,2,v0^2v3^1v4^1[10-0]
v2^1[11-1],55,12,33,,,,,,
v1^2v2^8[3-0],55,13,29,,loc,,,2,v1^4v2^7[4-0]
v0^1v2^6v3^1[5-0],55,13,30,,,,,,
v0^2v2^6v3^1[5-0],55,14,30,,,,,,
v1^8v2^6[3-0],55,17,29,,loc,,,,
v1^10v3^2[7-0],55,19,31,,loc,,,,
v1^12v2^2v3^1[5-0],55,20,30,,loc,,,2,v1^12v2^4[6-0]
v1^14v2^4[3-0],55,21,29,,loc,,,2,v1^16v2^3[4-0]
v0^1v1^12v2^2v3^1[5-0],55,21,30,,,,,,
v1^18v2^3[1-0],55,22,28,,loc,,,2,v1^20v2^2[2-0]
v0^2v1^12v2^2v3^1[5-0],55,22,30,,,,,,
v0^1v1^18v2^3[1-0],55,23,28,,,,,2,v0^1v1^20v2^2[2-0]
v0^2v1^18v2^3[1-0],55,24,28,,,,,2,v0^2v1^20v2^2[2-0]
v0^3v1^18v2^3[1-0],55,25,28,v0^4v1^18v2^3[1-0],v1^24v2^1[2-0],,,,
v0^4v1^18v2^3[1-0],55,26,28,v0^5v1^18v2^3[1-0],,,,,
v0^5v1^18v2^3[1-0],55,27,28,v0^6v1^18v2^3[1-0],,,,,
v0^6v1^18v2^3[1-0],55,28,28,,,,,,
v1^2v3^1[37-0],55,40,46,,loc,,,,
v2^1v3^3[2-2],56,6,29,,,,,3,v2^6[3-3]
v2^4[4-3],56,8,30,,v2^4[5-3]+v1^26[5-0],,v1^1v2^2v3^1[5-4]+v1^26v2^1[5-0],,
v2^1v3^1[6-4],56,8,31,,,,,3,v2^1v3^3[7-0]
v1^1v3^1[6-6],56,8,31,,v1^2[7-5],,v1^2v4^1[7-1]+v2^4[7-3]+v1^28[7-0],,
v3^2[6-2],56,8,31,,,,,,
v1^4v3^1[4-4],56,9,30,,,,,3,v1^4v3^3[5-0]
v1^2v2^5v3^1[2-2],56,10,29,,v1^2v2^5v3^1[3-1]+v1^24v2^1[3-0],,,,
v1^2v2^1v3^3[4-0],56,10,30,,loc,,,,
v1^2[8-3],56,10,32,,v1^24[9-0],,v1^24v2^1[9-0],,
[10-4],56,10,33,,[11-2],,v2^1[11-2],,
v1^2v2^5[4-2],56,11,30,,,,,2,v0^1v2^6v3^1[5-0]
v0^1v1^2v2^1v3^3[4-0],56,11,30,,,,,,
v1^2v3^1[8-1],56,11,32,,,,,3,v1^2v3^3[9-0]
v0^1v1^2v2^5[4-2],56,12,30,,,,,2,v0^2v2^6v3^1[5-0]
v0^2v1^2v2^1v3^3[4-0],56,12,30,,,,,,
v1^6v2^7[2-0],56,15,29,,loc,,,2,v1^8v2^6[3-0]
v1^2v2^2v4^1[10-0],56,15,33,,loc,,,2,v1^2v2^2v3^2[11-0]
v1^6v2^1v4^1[8-0],56,16,32,,loc,,,2,v1^6v2^1v3^2[9-0]
v1^8v2^1v3^2[6-0],56,17,31,,loc,,,2,v1^10v3^2[7-0]
v0^1v1^6v2^1v4^1[8-0],56,17,32,,,,,,
v1^10v2^3v3^1[4-0],56,18,30,,loc,,,2,v1^10v2^5[5-0]
v0^2v1^6v2^1v4^1[8-0],56,18,32,,,,,,
v0^1v1^10v2^3v3^1[4-0],56,19,30,,,,,2,v0^1v1^12v2^2v3^1[5-0]
v0^2v1^10v2^3v3^1[4-0],56,20,30,,,,,2,v0^2v1^12v2^2v3^1[5-0]
v1^24v2^1[2-0],56,27,29,,loc,,,,
v4^1[5-2],57,6,31,,,,,2,v3^2[6-2]
v1^2v3^1v4^1[3-1],57,7,30,,,,,3,v1^2v2^1v3^3[4-0]
v2^1v3^3[3-1],57,7,30,,,,,,
v2^3v4^1[3-1],57,7,30,,v1^1v2^3[4-5],v1^2v2^4[4-3],v1^2v3^2[4-3]+v1^30[4-0],,
v0^1v1^2v3^1v4^1[3-1],57,8,30,,,,,3,v0^1v1^2v2^1v3^3[4-0]
v0^1v2^3v4^1[3-1],57,8,30,,,,,,
v0^2v1^2v3^1v4^1[3-1],57,9,30,,,,,3,v0^2v1^2v2^1v3^3[4-0]
v2^4[5-3],57,9,31,,v1^2v3^2[6-1]+v1^4v3^1[6-4]+v1^26[6-0],,v1^2v2^1v3^1[6-6],,
v2^1v3^1[7-2],57,9,32,,,,,3,v2^1v3^3[8-0]
v1^2[7-5],57,9,32,,v1^2[8-4],,v1^2v2^1[8-4]+v1^5[8-4]+v0^1v1^5[8-4],,
v3^2[7-1],57,9,32,,,,,,
v1^4v3^1[5-5],57,10,31,,,,,3,v1^4v3^3[6-0]
v1^2v2^5v3^1[3-1],57,11,30,,v1^24v2^1[4-0],,,,
v1^2[9-3],57,11,33,,,,,,
[11-2],57,11,34,,[12-1]+v1^20v2^1[12-0],,v2^1[12-1],,
v1^2v2^1[9-2],57,12,33,,,,,3,v1^2v3^3[10-0]
v2^3v4^1[9-0],57,13,33,,loc,,,2,v2^3v3^2[10-0]
v1^1v2^1[11-1],57,13,34,,v1^20v2^1[12-0],v0^1v1^1[12-1]+v1^24[12-0],,,
v1^2v2^3v3^2[7-0],57,14,32,,loc,,,2,v1^4v2^2v3^2[8-0]
v0^1v1^1v2^1[11-1],57,14,34,,,,,,
v1^4v2^5v3^1[5-0],57,15,31,,loc,,,2,v1^4v2^7[6-0]
v0^1v1^2v2^3v3^2[7-0],57,15,32,,,,,2,v0^1v1^6v2^1v4^1[8-0]
v1^8v2^4v3^1[3-0],57,16,30,,loc,,,2,v1^8v2^6[4-0]
v0^2v1^2v2^3v3^2[7-0],57,16,32,,,,,2,v0^2v1^6v2^1v4^1[8-0]
v0^1v1^8v2^4v3^1[3-0],57,17,30,,,,,,
v0^2v1^8v2^4v3^1[3-0],57,18,30,,,,,,
v1^16v2^1v3^1[5-0],57,23,31,,loc,,,2,v1^16v2^3[6-0]
v1^20v3^1[3-0],57,24,30,,loc,,,2,v1^20v2^2[4-0]
v0^1v1^20v3^1[3-0],57,25,30,,,,,,
v0^2v1^20v3^1[3-0],57,26,30,,,,,,
v1^28[1-0],57,29,29,,loc,,v1^28v2^1[2-0],,
v1^4v3^1[35-0],57,40,46,,loc,,,,
v2^1v3^1v4^1[2-2],58,5,30,,,,,2,v2^1v3^3[3-1]
v0^1v2^1v3^1v4^1[2-2],58,6,30,,,,,2,v0^1v2^3v4^1[3-1]
[6-9],58,6,32,,,,,,
v0^2v2^1v3^1v4^1[2-2],58,7,30,,v1^1v2^4v3^1[3-3],,v0^2v1^1v3^1v4^1[3-3]+v0^1v1^6v3^1v4^1[3-1],,
v4^1[6-2],58,7,32,,,,,2,v3^2[7-1]
v1^2v2^1v3^1[4-4],58,8,31,,,,,3,v1^2v2^1v3^3[5-0]
v1^1v2^1v3^2[4-2],58,8,31,,,,,,
v1^1v2^3[4-5],58,8,31,,v1^2v2^1v3^1[5-4]+v1^24v2^1[5-0],,v1^2v2^1v3^1[5-7]+v1^30[5-0],,
[8-5],58,8,33,,,,,3,v1^2[9-3]
v2^6[4-2],58,10,31,,,,,,
v1^2v3^2[6-1],58,10,32,,v1^4v3^1[7-2],v1^5v3^1[7-2],v1^26v2^1[7-0],,
v2^1v3^1[8-1],58,10,33,,,,,3,v2^1v3^3[9-0]
v1^2[8-4],58,10,33,,v1^2[9-5]+v1^22v2^1[9-0],,v1^2v2^1[9-5]+v1^28[9-0],,
[10-5],58,10,34,,,[11-4]+v1^2[11-2],,,
v1^4v3^1[6-4],58,11,32,,v1^4v3^1[7-2]+v1^26[7-0],v1^5v3^1[7-2],,,
v2^4v3^2[6-0],58,12,32,,loc,,,2,v1^4v3^3[7-0]
v2^2[10-1],58,12,34,,,,,2,v0^1v1^1v2^1[11-1]
[12-1],58,12,35,,,,v1^1[13-1]+v1^26[13-0],,
v2^9[4-0],58,13,31,,loc,,,2,v1^2v2^8[5-0]
v1^6v3^3[4-0],58,13,31,,loc,,,,
v0^1v2^4v3^2[6-0],58,13,32,,,,,,
v0^1v2^2[10-1],58,13,34,,,,,3,v1^2v3^3[11-0]
v1^4v2^8[2-0],58,14,30,,loc,,,2,v1^6v2^7[3-0]
v0^2v2^4v3^2[6-0],58,14,32,,,,,,
v0^1v1^4v2^8[2-0],58,15,30,,,,,2,v0^1v1^8v2^4v3^1[3-0]
v0^2v1^4v2^8[2-0],58,16,30,,,,,2,v0^2v1^8v2^4v3^1[3-0]
v1^10v4^1[8-0],58,19,33,,loc,,,2,v1^10v3^2[9-0]
v1^12v3^2[6-0],58,20,32,,loc,,,,
v1^12v2^5[4-0],58,21,31,,loc,,,2,v1^14v2^4[5-0]
v0^1v1^12v3^2[6-0],58,21,32,,,,,,
v1^16v2^4[2-0],58,22,30,,loc,,,2,v1^18v2^3[3-0]
v0^2v1^12v3^2[6-0],58,22,32,,,,,,
v0^1v1^16v2^4[2-0],58,23,30,,,,,2,v0^1v1^20v3^1[3-0]
v0^2v1^16v2^4[2-0],58,24,30,,,,,2,v0^2v1^20v3^1[3-0]
v2^1v3^1[38-0],58,40,48,,loc,,,,
v2^1v3^1[3-8],59,5,31,,v1^2v2^4[4-3],v2^2[4-10]+v1^3v2^3[4-5],,,
v2^1v3^1v4^1[3-1],59,6,31,,,,,2,v1^1v2^1v3^2[4-2]
v2^2v3^2[3-3],59,7,31,,,,,3,v2^6[4-2]
[7-6],59,7,33,,[8-6]+v2^1[8-4],v1^2[8-5]+v1^4[8-4]+v1^24v2^1[8-0],[8-8]+v2^2[8-4]+v1^6[8-4]+v1^26v2^1[8-0],,
v4^1[7-1],59,8,33,,v2^1[8-4],v1^2[8-5]+v1^4[8-4]+v1^24v2^1[8-0],v1^26v2^1[8-0],,
v1^1v2^4v3^1[3-3],59,9,31,,v1^2v2^4[4-3]+v1^28[4-0],,v1^2v2^4[4-5]+v1^5v2^3[4-5]+v1^28v2^1[4-0],,
v1^2v2^1v3^1[5-5],59,9,32,,,,,3,v1^2v2^1v3^3[6-0]
v1^2v2^1v3^1[5-4],59,9,32,,v1^3v3^1[6-6]+v1^24v2^1[6-0],,v1^4v4^1[6-2],,
v1^2v3^2[5-2],59,9,32,,,,,,
[9-6],59,9,34,,[10-6]+v1^22v2^1[10-0],,[10-7]+v1^2v2^1[10-4]+v1^28[10-0],,
v1^4v2^3[3-6],59,10,31,,,,,3,v1^6v3^3[4-0]
v2^2v3^3[5-0],59,10,32,,loc,,,,
v2^6[5-1],59,11,32,,,,,2,v0^1v2^4v3^2[6-0]
v0^1v2^2v3^3[5-0],59,11,32,,,,,,
v2^2[9-2],59,11,34,,,,,3,v2^1v3^3[10-0]
v1^2[9-5],59,11,34,,v1^2[10-4],,v1^2v2^1[10-4]+v1^28[10-0],,
[11-3],59,11,35,,,[12-2],,,
v0^1v2^6[5-1],59,12,32,,,,,2,v0^2v2^4v3^2[6-0]
v0^2v2^2v3^3[5-0],59,12,32,,,,,,
v1^4v3^1[7-2],59,12,33,,v1^26[8-0],,v1^26v2^1[8-0],,
v1^2v3^1v4^1[11-0],59,15,35,,loc,,,2,v1^2v3^3[12-0]
v1^4v2^2v4^1[9-0],59,16,34,,loc,,,2,v1^4v2^2v3^2[10-0]
v1^6v2^2v3^2[7-0],59,17,33,,loc,,,2,v1^8v2^1v3^2[8-0]
v0^1v1^4v2^2v4^1[9-0],59,17,34,,,,,,
v1^10v2^1v3^2[5-0],59,18,32,,loc,,,2,v1^12v3^2[6-0]
v0^2v1^4v2^2v4^1[9-0],59,18,34,,,,,,
v1^10v2^6[3-0],59,19,31,,loc,,,,
v0^1v1^10v2^1v3^2[5-0],59,19,32,,,,,2,v0^1v1^12v3^2[6-0]
v0^2v1^10v2^1v3^2[5-0],59,20,32,,,,,2,v0^2v1^12v3^2[6-0]
v1^22v2^2[3-0],59,27,31,,loc,,,,
v1^26v2^1[1-0],59,28,30,v0^1v1^26v2^1[1-0],loc,,,,
v0^1v1^26v2^1[1-0],59,29,30,v0^2v1^26v2^1[1-0],,,,,
v0^2v1^26v2^1[1-0],59,30,30,,,,,,
v1^6v3^1[33-0],59,40,46,,loc,,,,
v3^2[4-3],60,6,32,,,,,4,v2^2v3^3[5-0]
v1^1v2^1v4^1[4-2],60,7,32,,,,,2,v1^2v3^2[5-2]
v2^2v3^1[4-4],60,7,32,,,,,,
